Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1948674.3","Ignavibacteria bacterium UBA2418",,1948674,"WGS","UBA2418",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06453084","GCA_002343575.1",,"DDRK01000000",,"University of Queensland",,"Illumina","19.82x","CLC de novo assembler v. 4.4.1",,,76,2897093,38.65,2519,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",90.7,89.8,76.9,1.6,,"Good","2017-11-24T20:30:38.717Z","2017-11-24T20:30:38.717Z"
"1948675.3","Ignavibacteria bacterium UBA2799",,1948675,"WGS","UBA2799",,,,,,,,"2017-09-25T00:00:00Z",,"PRJNA348753","SAMN06455048","GCA_002351945.1",,"DEHN01000000",,"University of Queensland",,"Illumina","6.78x","CLC de novo assembler v. 4.4.1",,,205,3292590,39.8,3863,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",93.1,88.1,91.5,22.6,,"Good","2017-11-24T22:39:03.305Z","2017-11-24T22:39:03.305Z"
"1948677.3","Ignavibacteria bacterium UBA5521",,1948677,"WGS","UBA5521",,,,,,,,"2017-10-04T00:00:00Z",,"PRJNA348753","SAMN06457703","GCA_002426145.1",,"DIOF01000000",,"University of Queensland",,"Illumina","14.72x","CLC de novo assembler v. 4.4.1",,,148,2177337,52.58,2070,,,"wastewater treatment plant",,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",90.4,89.2,76.9,1.6,,"Good","2017-11-25T14:04:09.784Z","2017-11-25T14:04:09.784Z"
"1948678.3","Ignavibacteria bacterium UBA5590",,1948678,"WGS","UBA5590",,,,,,,,"2017-10-04T00:00:00Z",,"PRJNA348753","SAMN06455926","GCA_002425085.1",,"DILO01000000",,"University of Queensland",,"Illumina","35.54x","CLC de novo assembler v. 4.4.1",,,147,3513116,39.45,3381,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.6,91.6,92,1.4,,"Good","2017-11-25T14:03:41.093Z","2017-11-25T14:03:41.093Z"
"1948682.3","Ignavibacteria bacterium UBA6667",,1948682,"WGS","UBA6667",,,,,,,,"2017-10-05T00:00:00Z","28894102","PRJNA348753","SAMN06450848","GCA_002455255.1",,"DKKL01000000",,"University of Queensland",,"Illumina","11.47x","CLC de novo assembler v. 4.4.1",,,61,2911401,30.68,2649,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94.3,93.3,96.2,1.3,,"Good","2017-11-25T14:39:21.755Z","2017-11-25T14:39:21.755Z"
"1948683.3","Ignavibacteria bacterium UBA6670",,1948683,"WGS","UBA6670",,,,,,,,"2017-10-05T00:00:00Z","28894102","PRJNA348753","SAMN06454770","GCA_002455155.1",,"DKKI01000000",,"University of Queensland",,"Illumina","6.51x","CLC de novo assembler v. 4.4.1",,,239,3446663,38.2,4023,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.2,86.7,94.9,19.9,,"Good","2017-11-25T14:39:04.841Z","2017-11-25T14:39:04.841Z"
"1948684.3","Ignavibacteria bacterium UBA6672",,1948684,"WGS","UBA6672",,,,,,,,"2017-10-05T00:00:00Z","28894102","PRJNA348753","SAMN06455885","GCA_002455115.1",,"DKKG01000000",,"University of Queensland",,"Illumina","122.97x","CLC de novo assembler v. 4.4.1",,,19,3670949,39.77,3428,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94,93.5,97.4,2.6,,"Good","2017-11-25T14:39:03.356Z","2017-11-25T14:39:03.356Z"
"1948801.3","Patescibacteria group bacterium UBA2380",,1948801,"WGS","UBA2380",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06451927","GCA_002343965.1",,"DDSW01000000",,"University of Queensland",,"Illumina","18.17x","CLC de novo assembler v. 4.4.1",,,67,792811,40.51,854,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94,93.8,73.4,1.7,,"Good","2017-11-24T20:30:31.385Z","2017-11-24T20:30:31.385Z"
"1950189.3","Anaerolineales bacterium UBA2029",,1950189,"WGS","UBA2029",,,,,,,,"2017-09-21T00:00:00Z","28894102","PRJNA348753","SAMN06454471","GCA_002332795.1",,"DDBP00000000",,"University of Queensland",,"Illumina","9.69x","CLC de novo assembler v. 4.4.1",,,418,3886215,63.81,3480,,,"sludge",,,"China","China: Hong Kong, Shek Wu Hui wastewater treatment plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.8,89.9,88.2,7.5,,"Good","2017-09-29T14:18:51.574Z","2017-09-29T14:18:51.574Z"
"1950194.3","Anaerolineales bacterium UBA2317",,1950194,"WGS","UBA2317",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06457726","GCA_002345215.1",,"DDVH01000000",,"University of Queensland",,"Illumina","184.63x","CLC de novo assembler v. 4.4.1",,,63,3599944,40.36,3491,,,"flocular biomat",,,"Australia","Australia: Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",93.5,91.4,98.5,2,,"Good","2017-11-24T21:09:54.125Z","2017-11-24T21:09:54.125Z"
"1950195.3","Anaerolineales bacterium UBA2323",,1950195,"WGS","UBA2323",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06455413","GCA_002345105.1",,"DDVB01000000",,"University of Queensland",,"Illumina","33.46x","CLC de novo assembler v. 4.4.1",,,141,4594887,53.06,4543,,,"flocular biomat",,,"Australia","Australia: Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.3,90.5,96.8,2.1,,"Good","2017-11-24T21:13:16.371Z","2017-11-24T21:13:16.371Z"
"1950196.3","Anaerolineales bacterium UBA2356",,1950196,"WGS","UBA2356",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06450678","GCA_002344415.1",,"DDTU01000000",,"University of Queensland",,"Illumina","27.13x","CLC de novo assembler v. 4.4.1",,,304,4522436,52.88,4589,,,"flocular biomat",,,"Australia","Australia: Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",91.6,88.7,93.3,6.6,,"Good","2017-11-24T20:52:19.692Z","2017-11-24T20:52:19.692Z"
"1950197.3","Anaerolineales bacterium UBA2374",,1950197,"WGS","UBA2374",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06450903","GCA_002344295.1",,"DDTC01000000",,"University of Queensland",,"Illumina","29.76x","CLC de novo assembler v. 4.4.1",,,36,4566980,53.27,4429,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.2,90.2,98.9,2,,"Good","2017-11-24T20:58:09.921Z","2017-11-24T20:58:09.921Z"
"1950198.3","Anaerolineales bacterium UBA2378",,1950198,"WGS","UBA2378",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06450899","GCA_002344225.1",,"DDSY01000000",,"University of Queensland",,"Illumina","21.94x","CLC de novo assembler v. 4.4.1",,,262,3221400,40.76,3284,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",93.1,91.1,94.8,2.1,,"Good","2017-11-24T20:49:11.275Z","2017-11-24T20:49:11.275Z"
"1950199.3","Anaerolineales bacterium UBA2395",,1950199,"WGS","UBA2395",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06454444","GCA_002343775.1",,"DDSH01000000",,"University of Queensland",,"Illumina","65.78x","CLC de novo assembler v. 4.4.1",,,34,4890313,52.91,4744,,,"flocular biomat",,,"Australia","Australia: Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.2,90.2,98.9,3,,"Good","2017-11-24T20:52:21.367Z","2017-11-24T20:52:21.367Z"
"1950200.3","Anaerolineales bacterium UBA2414",,1950200,"WGS","UBA2414",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06453080","GCA_002343625.1",,"DDRO01000000",,"University of Queensland",,"Illumina","32.34x","CLC de novo assembler v. 4.4.1",,,35,4577963,53.09,4432,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.8,90.5,97.9,3.5,,"Good","2017-11-24T20:35:12.545Z","2017-11-24T20:35:12.545Z"
"1950201.3","Anaerolineales bacterium UBA2796",,1950201,"WGS","UBA2796",,,,,,,,"2017-09-25T00:00:00Z",,"PRJNA348753","SAMN06455045","GCA_002352035.1",,"DEHQ01000000",,"University of Queensland",,"Illumina","7.85x","CLC de novo assembler v. 4.4.1",,,292,4180515,56.85,4371,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",90.7,86.1,86.4,13.3,,"Good","2017-11-24T22:38:23.424Z","2017-11-24T22:38:23.424Z"
"1950212.3","Anaerolineales bacterium UBA5069",,1950212,"WGS","UBA5069",,,,,,,,"1900-01-01T00:00:00Z",,"PRJNA348753","SAMN06456000","GCA_002415895.1",,"DIAV01000000",,"University of Queensland",,"Illumina","16.21x","CLC de novo assembler v. 4.4.1",,,412,4049129,61.3,3883,,,"wastewater treatment plant",,,,"NULL",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",91.1,88.6,89.6,5.4,,"Good","2017-11-25T05:57:23.903Z","2017-11-25T05:57:23.903Z"
"1950215.3","Anaerolineales bacterium UBA5587",,1950215,"WGS","UBA5587",,,,,,,,"2017-10-04T00:00:00Z",,"PRJNA348753","SAMN06450870","GCA_002425105.1",,"DILR01000000",,"University of Queensland",,"Illumina","44.85x","CLC de novo assembler v. 4.4.1",,,125,4260629,52.89,4264,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",91.5,89.2,93.8,4.2,,"Good","2017-11-25T14:05:34.673Z","2017-11-25T14:05:34.673Z"
"1950222.3","Anaerolineales bacterium UBA6663",,1950222,"WGS","UBA6663",,,,,,,,"2017-10-05T00:00:00Z","28894102","PRJNA348753","SAMN06450852","GCA_002455335.1",,"DKKP01000000",,"University of Queensland",,"Illumina","13.7x","CLC de novo assembler v. 4.4.1",,,451,4785882,65.55,4715,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",89.4,84.6,93.8,14,,"Good","2017-11-25T14:40:24.571Z","2017-11-25T14:40:24.571Z"
"1950223.3","Anaerolineales bacterium UBA6665",,1950223,"WGS","UBA6665",,,,,,,,"2017-10-05T00:00:00Z","28894102","PRJNA348753","SAMN06450850","GCA_002455305.1",,"DKKN01000000",,"University of Queensland",,"Illumina","13.03x","CLC de novo assembler v. 4.4.1",,,156,5795580,56.82,5594,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",88.5,86.1,76.9,9.3,,"Good","2017-11-25T14:40:41.034Z","2017-11-25T14:40:41.034Z"
"1950224.3","Anaerolineales bacterium UBA6668",,1950224,"WGS","UBA6668",,,,,,,,"2017-10-05T00:00:00Z","28894102","PRJNA348753","SAMN06450847","GCA_002455215.1",,"DKKK01000000",,"University of Queensland",,"Illumina","8.91x","CLC de novo assembler v. 4.4.1",,,225,3337136,50.16,3484,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",92.5,89.7,90.7,3.5,,"Good","2017-11-25T14:39:56.429Z","2017-11-25T14:39:56.429Z"
"1950436.3","Bacteroidales bacterium UBA2030",,1950436,"WGS","UBA2030",,,,,,,,"2017-09-21T00:00:00Z","28894102","PRJNA348753","SAMN06451951","GCA_002332755.1",,"DDBO00000000",,"University of Queensland",,"Illumina","9.66x","CLC de novo assembler v. 4.4.1",,,238,2937450,42.89,2618,,,"sludge",,,"China","China: Hong Kong, Shek Wu Hui wastewater treatment plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94.5,93.5,95.5,1.3,,"Good","2017-09-29T14:18:18.638Z","2017-09-29T14:18:18.638Z"
"1950577.3","Bacteroidales bacterium UBA4417",,1950577,"WGS","UBA4417",,,,,,,,"1900-01-01T00:00:00Z",,"PRJNA348753","SAMN06456924","GCA_002389705.1",,"DGQJ01000000",,"University of Queensland",,"Illumina","42.92x","CLC de novo assembler v. 4.4.1",,,412,3736057,43.51,3915,,,"wastewater",,,"Denmark","Denmark: Ejby Moelle, Odense",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",93.1,88.4,84,11.5,,"Good","2017-11-25T02:52:02.700Z","2017-11-25T02:52:02.700Z"
"1950762.3","Bacteroidetes bacterium UBA2024",,1950762,"WGS","UBA2024",,,,,,,,"2017-09-21T00:00:00Z","28894102","PRJNA348753","SAMN06453721","GCA_002333175.1",,"DDBU00000000",,"University of Queensland",,"Illumina","28.89x","CLC de novo assembler v. 4.4.1",,,168,4153576,46.02,3755,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94.3,92.4,97.4,2.6,,"Good","2017-09-29T14:19:42.236Z","2017-09-29T14:19:42.236Z"
"1950763.3","Bacteroidetes bacterium UBA2364",,1950763,"WGS","UBA2364",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06455940","GCA_002344075.1",,"DDTM01000000",,"University of Queensland",,"Illumina","72.47x","CLC de novo assembler v. 4.4.1",,,128,4237479,46.05,3812,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94.8,93.3,97.4,1.3,,"Good","2017-11-24T20:55:02.583Z","2017-11-24T20:55:02.583Z"
"1950764.3","Bacteroidetes bacterium UBA2412",,1950764,"WGS","UBA2412",,,,,,,,"2017-09-22T00:00:00Z","28894102","PRJNA348753","SAMN06453078","GCA_002343655.1",,"DDRQ01000000",,"University of Queensland",,"Illumina","55.57x","CLC de novo assembler v. 4.4.1",,,124,4155193,46,3759,,,"activated sludge",,,"Australia","Australia: Brisbane, Thorneside Wastewater Treatment Plant",,,,,,,,,,,,,,,,,,,,,,,,,"Challenges in cultivating microorganisms have limited the phylogenetic diversity of currently available microbial genomes. This is being addressed by advances in sequencing throughput and computational techniques that allow for the cultivation-independent recovery of high-quality bacterial and archaeal genomes directly from metagenomic data. In this study, we recovered 7,903 uncultivated genomes from >1,000 metagenomes available from the Sequence Read Archive. These genomes increase the phylogenetic diversity of current archaeal and bacterial genome trees by >30%.;derived from metagenome","sample_type:metagenomic assembly",94.1,92.7,98.7,1.3,,"Good","2017-11-24T20:31:58.025Z","2017-11-24T20:31:58.025Z"
