genome_id,genome_name,organism_name,ncbi_taxon_id,genome_status,strain,serovar,biovar,pathovar,mlst,other_typing,culture_collection,type_strain,completion_date,publication,bio_project_accession,bio_sample_accession,assembly_accession,sra_accession,gen_bank_accessions,ref_seq_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,ref_seq_cds,isolation_site,isolation_source,isolation_comments,collection_date,isolation_country,geographic_location,latitude,longitude,altitude,depth,other_environmental,host_name,host_gender,host_age,host_health,body_sample_site,body_sample_subsite,other_clinical,anti_microbial_resistance,anti_microbial_resistance_evidence,gram_stain,cell_shape,motility,sporulation,temperature_range,optimal_temperature,salinity,oxygen_requirement,habitat,disease,comments,additional_metadata,coarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_quality_flags,genome_quality,date_inserted,date_modified
1930071.3,Methylomusa anaerophila strain MMFC1,NA,1930071,Complete,MMFC1,NA,NA,NA,NA,NA,NA,Yes,2018-09-11T00:00:00Z,29458677,PRJDB6491,SAMD00106843,GCA_003966895.1,NA,AP018449,NA,Tokyo University of Pharmacy and Life Sciences,NA,PacBio RSII,168x,HGAP v. 3,1,NA,1,4781198,46.597755,4620,4183,NA,methanol-fed microbial fuel cell that had been inoculated with sludge obtained from a wastewater-treatment facility,isolated from a methanol-fed microbial fuel cell that had been inoculated with sludge obtained from a wastewater-treatment facility in a chemical plant,4/5/12,Japan,Japan:Gifu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,Bacilli,Yes,NA,Mesophilic,30,NA,Anaerobic,Specialized,NA,"The complete genome sequence of Methylomusa anaerophila strain MMFC1T was determined. Strain MMFC1T was isolated from a methanol-fed microbial fuel cell that had been inoculated with sludge obtained from a wastewater-treatment facility in a chemical plant. This strain grows by fermenting methanol to produce acetate under anaerobic conditions, while homoacetogenic growth is not observed. MMFC1T also grows on pyruvate and lactate but not on sugars and other organic acids. Cells are curved rods and motile, have peritrichous flagella, and form endospores. Phylogenetic analysis based on the 16S rRNA gene sequence shows that strain MMFC1T is affiliated with the family Sporomusaceae, while the closest relative is Sporomusa ovata with nucleotide-sequence similarity of 94%. Major fatty acids are iso-C13:0 3OH, C16:1 w9c and iso-C17:0. On the basis of its physiological and phylogenetic features, a novel genus and species are proposed to accommodate strain MMFC1T, with the name Methylomusa anaerophila gen. nov., sp. nov. The type strain of Methylomusa anaerophila is MMFC1T (JCM 31821T, KCTC 15592 T).",NA,95.4,92.1,NA,NA,NA,Good,2019-01-31T18:31:34Z,2019-01-31T18:31:34Z
1895789.3,Micrococcales bacterium 70-64,NA,1895789,Complete,70-64,NA,NA,NA,NA,NA,NA,NA,2016-12-09T00:00:00Z,NA,PRJNA279279,SAMN05660610,GCA_001898905.1,NA,MKVP00000000,NA,"Banfield Lab, University of California, Berkeley",NA,Illumina HiSeq2500,10x,idba_ud v. 10.06.2014s,NA,NA,1,3121814,70.37,3181,3091,NA,Thiocyanate ramp bioreactor,NA,29-Jan-14,South Africa,South Africa: University of Cape Town,NA,NA,NA,NA,env_biome:Bioreactor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",sample_type:metagenomic assembly,98.3,97.6,100,NA,NA,Good,2017-01-16T15:00:52Z,2017-01-16T15:00:52Z
1270.132,Micrococcus luteus strain AS2,NA,1270,Complete,AS2,NA,NA,NA,NA,NA,NA,NA,2019-05-11T00:00:00Z,NA,PRJNA540761,SAMN11555156,GCA_005280335.1,NA,CP040019,NA,University of Copenhagen,NA,Illumina MiSeq; Oxford Nanopore MiniION,325.0x,Unicycler v. v0.4.8-beta,1,NA,1,2848891,73.27188,2754,2604,NA,Industrial wastewater,NA,8/8/16,Pakistan,Pakistan:Kala Shah Kaku,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Full genome sequence of highly arsenic resistant bacterium Micrococcus luteusAS2,sample_type:Wastewater,99.4,98.7,NA,NA,NA,Good,2019-07-15T21:04:13Z,2019-07-15T21:04:13Z
75385.5,Micropruina glycogenica strain 1,NA,75385,Complete,1,NA,NA,NA,NA,NA,NA,NA,2018-02-20T00:00:00Z,NA,PRJEB23532,SAMEA104558311,GCA_900289045.1,NA,LT985188,NA,"Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University",NA,NA,NA,NA,1,NA,1,3844677,68.3072,3849,3943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enhanced biological phosphorus removal (EBPR) configurations, for the treatment of wastewater, involve the cycling of the biomass through carbon-rich (feast) and carbon-deficient (famine) conditions promoting the activity of polyphosphate accumulating organisms (PAO). However, several alternate metabolic strategies, without polyphosphate storage, are possessed by other organisms to compete with the PAO for carbon at the potential expense of EBPR efficiency. The most studied are the glycogen accumulating organisms (GAO), which utilise aerobically stored glycogen to energise anaerobic substrate uptake and storage. In a recent 16S rRNA amplicon survey of full-scale EBPR plants in Denmark, Micropruina spp. were identified as the most abundant of the previously proposed GAO, yet little is known about their ecophysiology. In the current study, genomic and metabolomic studies were made of Micropruina glycogenica str. Lg2T and compared to the in situ physiology of the genus in EBPR plants using state-of-the-art single cell techniques.",NA,96.5,95.6,95.6,NA,NA,Good,2018-05-30T10:10:46Z,2018-05-30T10:10:46Z
1325564.3,Nitrospira japonica strain Genome sequencing of Nitrospira japonica strain NJ11,NA,1325564,Complete,Genome sequencing of Nitrospira japonica strain NJ11,NA,NA,NA,NA,NA,NA,NA,2017-03-22T00:00:00Z,NA,PRJEB18128,SAMEA17758918,NA,NA,LT828648,NA,WASEDA university,NA,NA,NA,NA,1,NA,1,4084817,58.96,4125,4162,NA,activated sludge,isolated from a WWTP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The genus Nitrospira represents the dominant group of nitrite-oxidizing bacteria in most wastewater treatment plants (WWTPs). The genus is phylogenetically divided into two major lineages (I and II), for which vast phylogenetic and functional diversity has been revealed by recent molecular ecophysiological analyses. However, the genetic basis underlying these phenotypic differences remains largely unknown, due to lack of genome sequences representing their diversity. To broaden comprehensive understanding of Nitrospira, we report comparative genomic analysis of two Nitrospira strains (ND1 and NJ1 belonging to lineages I and II, respectively), previously isolated from a WWTP. Unexpectedly, genome of strain NJ1 lacked genes relevant to flagella and CRISPR-Cas systems, whereas most nitrifying bacteria including strain ND1 have these genome elements. Alternatively, strain NJ1 possesses a gene cluster of quorum sensing systems, not reported in previous Nitrospira genomic analyses. Moreover, a comparative analysis based on genes involved in nitrogen metabolism among all Nitrospira genomes, revealed that a urease locus of strain ND1 belonging to lineage I was obtained by horizontal gene transfer from Nitrospira lineage II, and that cytochrome c nitrite reductases were canonical nitrite reductases for nitrogen assimilation in Nitrospira. These findings indicate Nitrospira have diverse function and evolution beyond our expectation.",NA,95.9,94.2,99.7,NA,NA,Good,2017-05-30T16:13:59Z,2017-05-30T16:13:59Z
1471761.3,Novibacillus thermophilus strain SG-1,NA,1471761,Complete,SG-1,NA,NA,NA,NA,NA,CGMCC:1.12771,NA,2017-02-21T00:00:00Z,25951858,PRJNA371390,SAMN06310877,GCF_002005165.1,NA,CP019699,NZ_CP019699.1,Guangdong Institute of Eco-Environmental Science & Technology,NA,PacBio,291x,SMRT Analysis v. 2.3.0,1,NA,1,3629225,50.44,3861,3475,NA,soil flooded by seawater,NA,Sep-12,China,China: the southern tip of Guangdong Province,NA,NA,NA,10 cm,env_biome:sea-beach wetland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strain SG-1 is the first pure thermophilic bacterium capable of azorespiration. The complete genome of strain SG-1 was sequenced in order to obtain its genetic data for its future application in treatment of azo dye wastewater.,NA,95.3,91.6,89.2,8.8,NA,Good,2017-03-20T08:26:32Z,2017-03-20T08:26:32Z
1036673.3,Paenibacillus mucilaginosus KNP414,Paenibacillus mucilaginosus KNP414,1036673,Complete,KNP414/soil,NA,NA,NA,NA,NA,NA,NA,2011-06-17T00:00:00Z,NA,PRJNA67335,SAMN02603153,GCA_000218915.1,NA,CP002869,NC_015690.1,"College of Life Sciences, Zhejiang Sci-Tech University",complete,NA,NA,NA,1,NA,1,8663821,58.38,7440,7804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,NA,NA,NA,NA,"Paenibacillus mucilaginosus strain KNP414 kept in the laboratory of Institute of Bioengineering, College of Life Sciences, Zhejiang Sci-Tech University.Paenibacillus mucilaginosus is critical silicate bacteria in the biogeochemical cycling of potassium, phosphorus, and other soil elements, and is widely used in agriculture, bioleaching, and wastewater treatment. P. mucilaginosus is able to degrade insoluble soil minerals with the release of nutritional ions and fix nitrogen, and thus it has been successfully used as a biofertilizer since the 1990s. The exocellular polysaccharides produced by P. mucilaginosus is also an effective bioflocculant, and thus plays a potential role in the treatment of wastewater and biohydrometallurgy.",NA,94.1,90.6,99.3,0.9,NA,Good,2014-12-08T22:12:29Z,2015-03-16T03:17:09Z
2518599.3,Pandoraea sp. XY-2,NA,2518599,Complete,XY-2,NA,NA,NA,NA,NA,NA,NA,2019-02-13T00:00:00Z,NA,PRJNA478480,SAMN09518031,GCA_004193915.1,NA,CP030849,NA,Central South University,NA,PacBio,120.0x,SMRT LINK v. 5.1.0,1,NA,1,5056206,63.76283,5107,4524,NA,sludge in the sediment pool of a pig factory using tetracycline antibiotics as long-term feed additive,NA,28-Feb-17,China,China: Changsha province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Through whole genome sequencing, the mechanism of the strain and its extracellular polymeric substances in degradation and adsorption of antibiotics in wastewater was explored.",sample_type:cell culture;collected_by:Xiaoyan Wu,NA,NA,NA,NA,NA,Good,2019-07-20T20:15:29Z,2019-07-20T20:15:29Z
287.2971,Pseudomonas aeruginosa strain B10W,NA,287,Complete,B10W,NA,NA,NA,MLST.Pseudomonas_aeruginosa.308,NA,NA,NA,2016-11-10T00:00:00Z,NA,PRJNA352277,SAMN05969160,GCF_001874465.1,NA,CP017969,NZ_CP017969.1,University of Hawaii,NA,PacBio,118.75x,HGAP assembly v. 3,1,NA,1,6723378,66.18,6438,6150,NA,wastewater,NA,2008-06,United States,USA: Honolulu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To understand the relationship between triclosan resistance and multi-drug resistance in the community through wastewater sampling,collected_by:Tao Yan,99.8,98.7,100,1,NA,Good,2016-11-19T13:49:06Z,2016-11-19T13:49:06Z
287.2914,Pseudomonas aeruginosa strain FA-HZ1,NA,287,Complete,FA-HZ1,NA,NA,NA,MLST.Pseudomonas_aeruginosa.27,NA,NA,NA,2016-10-03T00:00:00Z,NA,PRJNA341834,SAMN05729608,GCF_001750705.1,NA,CP017353,NZ_CP017353.1,Shanghai Jiao Tong University,NA,454; Illumina,300,Hierarchical genome-assembly process(HGAP),1,NA,1,6866790,66.16,6728,6307,NA,wastewater,isolated from wastewater in China,1/1/15,China,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strain FA-HZ1 is a DBF degrader which is isolated from wastewater in China.It could efficiently degrade DBF and transform it into harmless or less toxic intermediates.,sample_type:cell culture,99.8,96.7,99.7,1.2,NA,Good,2016-11-16T20:11:20Z,2016-11-16T20:11:20Z
1123016.6,Pseudomonas balearica DSM 6083 DSM6083 (=SP1402),NA,1123016,Complete,DSM 6083,NA,NA,NA,NA,NA,DSM 6083,Yes,2015-01-14T00:00:00Z,8995815,PRJNA240670,SAMN02673660,GCA_000818015.1,NA,CP007511.1,NZ_CP007511.1,MICROGEN. Microbial Comparative Genomics,NA,"454 GS FLX Titanium, Illumina GA IIx, ABI",100x,Celera v. 8.1,1,NA,1,4383480,64.66,4101,3923,NA,Wastewater,NA,NA,Spain,Spain: Mallorca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,Bacilli,Yes,NA,Mesophilic,30C,NA,Aerobic,Aquatic,NA,"Pseudomonas balearica type strain DSM 6083 is a denitrifying sewage water isolate. Here we report the complete genome sequence of DSM 6083. Additional information in Rossello, Garcia-Valdes, Lalucat, Ursing, Systematic and Applied Microbiology, 14(2):150-157, 1991.",NA,97.7,95.6,100,1,NA,Good,2015-03-12T13:40:03Z,2015-03-16T03:17:09Z
1395516.4,Pseudomonas moraviensis R28-S,NA,1395516,Complete,R28-S,NA,NA,NA,NA,NA,NA,NA,2015-03-23T00:00:00Z,NA,PRJNA217803,SAMN02471806,GCF_000512275.1,NA,AYMZ01000000,NA,University of Idaho,NA,Illumina MiSeq; 454,60.0x,Newbler v. 2.6,1,1,2,6308316,59.7,5898,5638,NA,wastewater treatment,NA,NA,United States,"USA: ID,Moscow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,Bacilli,Yes,NA,Mesophilic,NA,NA,Aerobic,Aquatic,NA,"Full genome sequence of a Pseudomonas moraviensis isolate collected from a wastewater treatment plant in Moscow ID, USA.",NA,99.1,97.4,100,0.4,NA,Good,2016-01-17T15:34:00Z,2016-01-17T15:34:00Z
1807790.3,Rhodococcus sp. BH4 strain BH4,NA,1807790,Complete,BH4,NA,NA,NA,NA,NA,NA,NA,2017-04-05T00:00:00Z,NA,PRJNA313101,SAMN04538165,NA,NA,"CP014941,CP014942",NA,KRIBB,NA,PacBio,120.8x,RS HGAP Assembly 2 SMRT analysis v. 2.3.0,1,1,2,7019149,62.34,6843,6415,NA,sludge of membrane bioreactor in a waste-water treatment plant,NA,Nov-09,South Korea,"South Korea: Okcheon-gun, Chungcheongbuk-do",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,Rhodococcus sp. BH4 is a quorum quenching bacterium for controlling biofilm formation and biofouling,sample_type:cell culture,98.7,96.5,100,1,NA,Good,2017-05-28T08:23:04Z,2017-05-28T08:23:04Z
13690.45,Sphingobium yanoikuyae strain SJTF8,NA,13690,Complete,SJTF8,NA,NA,NA,NA,NA,NA,NA,2018-10-30T00:00:00Z,NA,PRJNA498042,SAMN10278466,GCA_003697265.1,NA,"CP033230,CP033227,CP033228,CP033229",NA,Shanghai Jiaotong University,NA,Illumina MiSeq; PacBio,148.0x,A5-miseq v. v20150522; CANU v. v1.4,1,3,4,5929589,64.06309,5846,5597,NA,wastewater,NA,2017-06,China,China: Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Sphingobium yanoikuyae strain capable of high efficiently degrading PAHs,sample_type:Mixed culture,98.7,96.7,NA,NA,NA,Good,2018-11-29T06:34:37Z,2018-11-29T06:34:37Z
40324.539,Stenotrophomonas maltophilia strain SJTH1,NA,40324,Complete,SJTH1,NA,NA,NA,MLST.Stenotrophomonas_maltophilia.150,NA,NA,NA,2018-03-17T00:00:00Z,NA,PRJNA437214,SAMN08643285,GCA_003006435.1,NA,CP027562,NA,Shanghai Jiaotong University,NA,Illumina MiSeq; PacBio,188.0x,A5-miseq v. v20150522,1,NA,1,4932325,65.94369,4668,4488,NA,wastewater,NA,5-May-17,China,China: Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A Stenotrophomonas maltophilia strain capable of degrading natural 17β-estradiol,sample_type:mixed culture,99.3,98.3,100,0.3,NA,Good,2018-05-26T06:56:16Z,2018-05-26T06:56:16Z
40324.94,Stenotrophomonas maltophilia strain SJTL3,NA,40324,Complete,SJTL3,NA,NA,NA,MLST.Stenotrophomonas_maltophilia.10,NA,NA,NA,2018-06-11T00:00:00Z,NA,PRJNA474584,SAMN09355365,GCA_003205835.1,NA,CP029773,NA,Shanghai Jiaotong University,NA,Illumina MiSeq; PacBio,249.0x,A5-miseq v. v20150522; CANU v. v1.4,1,NA,1,4891004,66.26793,4583,4425,NA,wastewater,NA,11-Jul-17,China,China:Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A new Stenotrophomonas maltophilia strain capable of degrading natural estrogens,sample_type:Mixed culture,99.1,98.1,100,0.5,NA,Good,2018-07-16T00:25:36Z,2018-07-16T00:25:36Z
465721.9,Steroidobacter denitrificans strain DSM 18526,NA,465721,Complete,DSM 18526,NA,NA,NA,NA,NA,DSM:18256,NA,2016-03-03T00:00:00Z,NA,PRJNA287097,SAMN03776156,GCA_001579945.1,NA,CP011971,NA,Academia Sinica,NA,Illumina HiSeq; Sanger,818.0x,AllPaths v. AUG-2012,1,NA,1,3467246,61.661705,3323,2975,NA,anoxic digested sludge from a municipal wastewater-reatment plant,NA,NA,Germany,Germany: Aachen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,Steroidobacter denitrificans genome sequencing and assembly,sample_type:single cell,NA,NA,NA,NA,NA,Good,2019-07-18T12:12:39Z,2019-07-18T12:12:39Z
335543.9,Syntrophobacter fumaroxidans MPOB,Syntrophobacter fumaroxidans MPOB,335543,Complete,MPOB,NA,NA,NA,NA,NA,NA,Yes,2006-10-26T00:00:00Z,NA,PRJNA13013,SAMN02598285,GCA_000014965.1,NA,CP000478,NC_008554,DOE Joint Genome Institute,complete,NA,NA,NA,1,NA,1,4990251,59.9,4866,4064,NA,granular sludge from an anaerobic sludge bed reactor treating sugar-beet processing wastewater,isolated from granular sludge from an anaerobic sludge bed reactor treating sugar-beet processing wastewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,Rod,No,No,Mesophilic,37,NA,Anaerobic,Aquatic,NA,Syntrophobacter fumaroxidans strain MPOB. This organism is a syntrophic propionate-oxidizing bacterium isolated from granular sludge from an anaerobic sludge bed reactor treating sugar-beet processing wastewater. This strain is the type strain for the species.,NA,99.9,99.7,98.9,7.5,NA,Good,2014-12-08T22:13:40Z,2015-03-16T03:17:09Z
44139.8,Thauera aromatica K172,NA,44139,Complete,K172,NA,NA,NA,NA,NA,DSM:6984,NA,2018-04-02T00:00:00Z,NA,PRJNA222478,SAMN02370758,GCA_003030465.1,NA,"CP028339,CP028340",NA,Helmholtz Centre for Environmental Research - UFZ,NA,Illumina HiSeq,40.0x,ABySS v. June-2017,1,1,2,3711792,67.173134,3529,3399,NA,Wastewater treatment plant,NA,1986,Germany,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,Coccobacilli,Yes,NA,Mesophilic,28C,NA,Facultative,Multiple,NA,Thauera aromatica K172 is a model organism for studying aromatic compound degradation under denitrifying conditions.,NA,97.2,95.8,100,1.9,NA,Good,2018-05-30T23:06:51Z,2018-05-30T23:06:51Z
1482.5,Virgibacillus halodenitrificans strain PDB-F2,NA,1482,Complete,PDB-F2,NA,NA,NA,NA,NA,NA,NA,2016-11-14T00:00:00Z,NA,PRJNA351727,SAMN05953463,GCF_001878675.1,NA,"CP017962,CP017963","NZ_CP017962.1,NZ_CP017963.1",East China University of Science and Technology,NA,Illumina; PacBio,230x,Newbler v. 2.8,1,1,2,3917759,37.42,4010,3735,NA,Solid waste landfill sample,NA,2014,China,China: Shanghai Laogang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V. halodenitriﬁcans PDB-F2 is a Gram-positive and rod-shaped bacterium which can tolerate high concentration of salt. Genome sequencing of this strain will provide useful information in the high-salt wastewater treatment application.,sample_type:cell culture,97.2,96.2,98.7,0.8,NA,Good,2017-01-16T02:36:30Z,2017-01-16T02:36:30Z
