EC,description,uniprot,transferred,unspecific_ec
2.7.1.38,Transferred entry: 2.7.11.19,Q16816 P07934 P00518 P13286 Q2KJ16 P15735 Q9DB30 P31325,TRUE,2.7.1
2.7.1.39,Homoserine kinase.,A5FZ25 Q9YA72 Q8UHA8 B9JAQ3 B9JT39 B6EKY7 A6TKS7 A8MI61 Q3M9C9 O67332 Q8L7R2 A8EWD5 A8HX69 C3P7F5 C3L5M2 A0RCX4 Q81RS0 B7JKG2 Q739T5 B7IT85 C1ER94 B7HJ93 B7HNB7 A7GNV5 B9IXW1 Q81EK4 Q63CI8 Q9K7E4 Q6HJZ3 Q65FC4 A8FH24 Q5WDT6 P04948 A7Z8E0 A9VQT3 Q6G4C4 A9IQR2 B2IHG2 Q7VQL6 Q493S9 Q89UU4 A5EAL1 A4Z217 B2S9X0 Q2YMI4 Q57EP5 A9M8Z9 C0RHI3 Q8YFR2 A5VP46 B0CKG1 Q8G256 B8D8Z2 O66132 Q8K9V0 B8D797 P59568 Q057U7 B1Z151 Q1BLX6 B1K3U1 A0AYX8 B4EN17 Q0BAN2 Q393M6 A9ANP0 A3MBA7 A2S0L3 Q62DV9 A1UYM9 A3P7Z0 Q3JK86 A3NMH8 Q63JD9 Q2T7P9 A4JLS0 B9ML57 Q8R711 A4XI71 A7ZC67 A0RQZ6 A7I3V2 A8FJT9 A7H1L3 Q9PIZ3 A1VXL7 Q5HX32 B9KEU8 Q92209 Q3AAV5 B0T024 Q9A342 B8H4W6 Q11KC6 B3EL38 A1BJF6 A4SGN0 B3QWX6 Q8KAW7 A8ALV4 A5CQ46 Q97JN8 A7FUE5 C3KW44 A6LSZ4 B2UX33 B2TPC7 A5I2A9 C1FNA5 B1ILR0 A7GDW6 B1KS25 A5N6I0 A0Q3H1 Q891L4 C3PFP1 Q6NHU3 Q8FQ44 A4QDE5 P07128 Q4JUI5 C4LJM9 B1VFW6 A7MIJ7 Q1LK22 Q0K848 Q474D4 B3R5F6 Q6A8B2 B1WP79 Q9RRU5 B8FU92 Q24XU1 A7ZH92 B7UI48 B7M9R6 B7L4C8 Q8XA82 B5YY97 B7NHA6 B7N2U2 B7M0A0 C4ZPT0 B1XBC8 A7ZVW2 A1A756 Q0TLY6 Q8FLD8 B1IRH0 P00547 B7N7M8 B6HZ00 B1LFT4 Q1RGK1 C5B7K5 Q831T0 B2VH20 B7LWR1 Q7NLJ6 A9HS91 Q5FUH8 Q0BQX8 Q4QP96 A5UB54 A5UFQ1 P44504 Q0I3T3 B9LS04 Q5UXG4 B8CW89 B0R6D7 Q9HP55 Q18F42 C4K7E6 Q7VHF4 Q9ZM48 O25690 A4G1V8 B0UWP6 Q0C3L9 A6SUR4 B5Y254 A6T4E3 Q5FJS7 B2GCV0 Q043C5 Q9CGD7 P52991 A2RKV6 Q02Z13 Q88Z08 Q6AG73 B1MYF2 Q03Y28 Q927U8 C1KYW2 Q71WN3 B8DBG4 Q8Y4A6 A0ALN0 B1HYT4 Q2W9A8 Q65RV1 A6UV93 Q0W2X4 Q9RAM6 O32378 Q58504 Q8TYG6 A4FZP2 A9A802 A6VIT5 Q6M0H5 B8ILM3 B1ZC86 B1M3E0 B0UKH0 B8EPM3 A6URT1 P04947 Q2RIX1 B1MLU6 P65225 B8ZR28 P45836 Q73X44 A0R219 A3Q3C9 A1UK02 Q1B535 P9WKE6 P9WKE7 A0PUL4 A1TD73 Q3INF0 B2A8C9 B9L6E6 Q9JWE5 Q4W557 Q0AHY7 Q82UL3 Q1QH29 Q2YBJ8 A6Q225 Q3SP50 Q5Z0Z5 B2J7E8 Q8YZV9 Q8ET01 A6WWG7 B6JJ40 A7HQX5 B2JQI5 B2T9I7 Q13RY4 Q9CPD3 Q6D0A9 C6DF18 C0QQC5 A9BGN7 B4R8T4 Q7N8Z5 Q6LUP9 Q6L1U1 A1VMB2 A3PBW9 A2C153 A8G3W1 A2CAU0 A2BVQ8 Q31BT9 Q7VBM6 Q7V8D0 Q7V289 Q46LV5 B7V732 Q02DL4 P29364 Q9UZV7 Q8ZZX3 A3MT44 Q8U1Z9 O58814 A1RQK6 B1YDP4 B2U942 Q8XX83 B3PSC0 Q2KBL3 Q1MKH7 Q985W2 B5ZSW0 Q92RG1 C1A1Z3 C1AW13 Q2J0F9 Q07J29 Q6N1Y2 Q20Z33 Q131J1 B3Q6U2 Q2RPU7 B5F6C2 A9MR86 Q57TQ2 B5FH97 B5R5H5 B5REZ9 B4TIA4 B4T6C6 Q5PDM3 A9MXH1 C0Q4E3 B5BLG9 B4TVY5 P65227 P65226 O43056 P27722 A8G9K0 B2U219 Q326L9 Q32KB5 Q0T8I5 Q83MH9 Q3Z611 C3MHK2 A6U6V4 Q2NVZ5 Q02AL5 A7X1Y2 A6U1F0 Q2FHA3 Q2FYV2 A5ISL2 Q2YXT6 Q5HG90 A6QGN2 P65228 P65229 Q6GH76 Q6G9M8 A8Z213 Q8NWV8 B9DP91 Q5HPL2 Q8CSQ2 Q4L639 Q49XB7 Q3K0X8 Q8E546 Q8DZI2 Q82J66 Q9ADB2 C0MA57 A8AWE1 Q8DUG4 Q04JY7 B5E5F6 C1C7W1 B1ICG1 B8ZKK9 P0A3L7 B2IQH7 P0A3L8 A4W0S2 C0MEX3 A3CMQ4 A4VUI0 Q5M117 Q5M5K5 Q03LY7 B9DRZ0 C1CEU9 C1CL69 C1CQZ4 Q4JA46 Q30SS8 C3N0N3 C4KK76 C3MK52 C3MU21 C3NM92 C3N8M1 A6QBQ7 Q97W70 Q975A7 Q67LA5 Q31N99 B1XLE7 Q5N5W2 A5GJT4 Q7U659 A5GSI7 Q0I8Z9 Q3AYC9 Q3AKU3 Q0AXC8 P73646 Q9HKR6 Q8DI27 C5A1P1 Q5JH53 Q9WZ15 A5IJN0 Q72IV3 Q5SIH5 Q979X5 Q117D0 A5F5R9 Q9KPK4 C3LQD5 Q5E2Y4 B5FAK1 Q87SC9 B7VJ36 Q8DEP3 Q7MNR4 Q7M7X6 Q4UU32 B0RSK6 Q8P9Q0 A7IHV6 B2I5Y6 Q9PBC0 B0U3B8 Q87C24 P17423 A1JJC7 A7FMF2 Q1C0K9 B2K3L2 Q8ZIN5 A9R025 Q1CMW6 A4TQG9 Q66ET8 B1JL13 O69015,FALSE,2.7.1
2.7.1.4,Fructokinase.,P23917 Q9SID0 Q6XZ79 A2WXV8 Q0JGZ6 Q9LNE3 Q6XZ78 A2YQL4 Q0J8G4 Q7XJ81 Q42896 Q9LNE4 Q9M1B9 O82616 Q9C524 Q9FLH8 Q9SX54 O05510 P40713 Q09123 P26420 P82371 Q09124 P43468 P42720 P24261 P26984 P37829 Q07211 P22824 Q03417,FALSE,2.7.1
2.7.1.40,Pyruvate kinase.,Q43117 Q40545 B8BJ39 Q2RAK2 B8BM17 Q2QXR8 O65595 P22200 Q42806 Q42954 P55964 Q40546 P70789 Q6FIS9 P0AD62 P0AD61 O30853 Q8Z6K2 P77983 Q55863 P30615 P00549 Q44473 Q6FV12 P21599 Q8ZNW0 P73534 P30616 P52489 Q9YEU2 O94122 Q759A9 Q12669 P51181 P80885 O51323 P57404 Q8K9M3 Q89AI8 P46614 Q9PK61 Q9Z984 B0B7Q0 P0CE21 O08309 P81344 Q46289 Q8FP04 Q46078 Q6BS75 Q54RF5 O62619 O44006 P22360 Q8SQP0 Q02499 P43924 P31865 Q875M9 P34038 Q875S4 Q07637 Q04668 Q27686 O05118 Q57572 P47458 P94939 P78031 P9WKE4 P9WKE5 Q875Z9 Q7RVA8 Q8ZYE0 Q10208 P19680 P51182 Q2FG40 Q2FXM9 Q2YTE3 Q5HF76 Q99TG5 Q7A559 Q6GG09 Q6G8M9 Q7A0N4 Q5HNK7 Q8CS69 Q4L739 Q49YC7 P32044 Q56301 Q9WY51 Q27788 P30614 P00548 P11979 P14618 P52480 Q5NVN0 P11974 P11980 Q92122 Q29536 P30613 P53657 P12928 Q9LIK0 Q9FLW9 Q93Z53 Q9M3B6,FALSE,2.7.1
2.7.1.43,Glucuronokinase.,Q93ZC9 Q9LY82,FALSE,2.7.1
2.7.1.45,2-dehydro-3-deoxygluconokinase.,P50845 P45416 P37647 E0J5J4 P44482 Q53W83 Q704D0,FALSE,2.7.1
2.7.1.47,D-ribulokinase.,Q31KC7 Q8L794,FALSE,2.7.1
2.7.1.48,Uridine kinase.,Q12084 Q6PA79 Q6GPD9 Q0P5A4 Q66I71 Q9HA47 Q4R4K2 P52623 Q7SYM0 Q7ZV79 Q9BZX2 Q99PM9 Q9QYG8 B1H116 Q55EL3 Q8T154 Q54R62 Q9GNF0 Q9NWZ5 Q17413 Q9VC99 Q9FKS0 Q9LK34 Q8VYB2 O65583 Q9LTY6 O74427 P27515 A0KKF8 A4SML3 B6EIY7 A6TR08 B7GIU0 C3P969 C3L5Y6 A0RIZ3 Q81LK8 B7JP70 Q730F4 B7IYN4 C1ESS5 B7HE15 B7HQD8 A7GT59 B9IYE5 Q817Z5 Q634G4 Q9KDD8 Q6HDE5 Q65GT3 A8FFL8 O32033 A7Z727 A9VI01 Q0SPE9 Q662Z7 Q59190 B7J0V4 B5RLM3 B2S1K4 B5RQJ8 A1QYG8 C0ZAS6 A9WCC8 B8G8N0 Q9Z7H0 B9LED5 C3L140 C1FSX6 B1IJ68 A7GGE1 B1KXA7 A0Q140 Q0TPI4 Q8XJI6 Q0SS52 Q896E3 A7MHG8 C1CXN1 Q9RXZ5 P0A8F6 P0A8F5 P0A8F4 A4WCB6 B2VFR1 B7LV30 Q5KWV3 C5D4Y5 A4IR72 Q7VL27 Q4QP55 A5UB17 A5UFT8 P44533 Q0I2Y9 Q9HQC9 B0UT65 B5XPC8 A6TBG6 A8YU29 Q74KI9 Q9CF21 A2RJB4 Q02XK6 Q88WR0 A5VKU8 B2G882 Q1WTY6 Q38VV6 B1MXP1 Q92BL6 C1KVE4 Q71ZH3 B8DE13 Q8Y727 A0AIU6 B9E6Y9 Q65S71 P47622 P75217 Q8EPT5 Q9CM85 Q6D7B4 C6DCI6 Q7N6J4 B4ESY8 A1SUY9 B5EXV0 Q57MN1 B5FMU1 B5R0B5 B5RBW3 B4T9T4 B4SXV3 Q5PDX6 A9N7M0 C0Q1G0 B5BF73 B4TNH9 P67409 P67408 A8GC40 A1S796 B8E960 A3D5E3 A6WP54 A9L4F4 Q12MJ0 Q081H5 B0TJ03 Q8EDX4 A8H3V4 A4Y7K6 B8CPI6 A0KW26 Q0HJN4 Q0HVY0 A1RIY2 P0A8F7 Q2NUC7 A7X320 A6U280 Q2FGB5 Q2FXW6 A5ITD6 Q2YT67 Q5HFF1 A6QHF2 P67410 P67411 Q6GG92 Q6G8V8 A8Z4E9 P67412 B9DNJ4 Q5HNT9 Q8CSB2 Q4L6V8 Q49Y49 Q3K1N1 Q8E5Y5 Q8E0A8 C0M9M0 B4U220 A8AWT2 Q8DTG1 P67415 Q04KA9 P0DH36 B5E4U6 Q5XBI8 C1C7H7 Q8P0F8 A2RDZ9 B1IC10 B8ZQ77 P67413 P0DH37 B2IPS2 B5XM21 P67414 C0MCM8 Q5LZ98 Q5M3V0 Q03K46 B9DSN2 C1CEH1 C1CKV4 C1CR90 Q72L53 Q5SKR5 C4LEX3 B1AIX1 Q9PQF9 B5ZBE2 A7MVE7 Q9KT67 Q5E3Z9 B5FG51 Q87N09 B7VLX0 Q8D8F4 Q7MM12 A1JTX4 A7FJJ4 Q1C9T6 B2JZK5 Q8ZFZ9 A9R2M5 Q1CGU6 A4TKM7 Q66C70 B1JPY6 Q9UTC5,FALSE,2.7.1
2.7.1.49,Hydroxymethylpyrimidine kinase.,Q08224 O94265 Q08975 O94266 Q57688 Q9WZP7 O67772 O31620 P76422 P44697 Q9ZL00 O25515 P66914 Q9ZBL1 P9WG76 P9WG77 P56904 P55882 P66915 P99124 Q6GEY2 Q6G7L7 Q8NVH3 Q9ZBR6 O85786 Q8FTH8 Q8NQH1 P61422 Q5M731 O48881 Q2QWK9 Q9USL6,FALSE,2.7.1
2.7.1.5,Rhamnulokinase.,Q5WL39 Q9KCM0 O05262 Q8A1A3 A7ZUB5 B7UNM5 B7MI36 B7L9G0 Q8X899 B5YZ41 B7NUA2 B7MQZ4 B7M6V6 C5A072 B1XB71 A8A707 A1AI81 Q0TAF9 Q8FBD9 B1IVH4 P32171 B7NFK2 B6I4P6 B1LMU4 Q1R415 A4WG92 Q838L3 B7LVD9 B5XZ51 A6TGA8 Q88S49 Q1WRE4 Q926R0 C1L0I2 Q71VR3 B8DCW1 Q8Y3I6 Q65Q24 Q8ESX1 Q6DA23 C6DJR3 B5F0M8 Q57HG9 B5FPP4 B5QWY3 B5RFC4 B4TBY2 B4SZZ2 Q5PKG3 A9MZC6 C0Q3L3 B5BJG7 B4TPQ8 Q8Z2V4 P27030 Q31U85 Q0SZ94 Q83IU3 Q3YV72 Q1C0V9 Q8ZJ02 A9QYS1 Q1CEB3 A4TRT0 Q66FF3,FALSE,2.7.1
2.7.1.50,Hydroxyethylthiazole kinase.,P40386 P41835 A7FPT1 C3L062 A5HYZ4 C1FSC2 B1IEG7 A7GAL1 B1KW01 Q03YX1 Q2NGH3 Q8ESZ2 Q04LH9 B5E320 C1C666 B1IAN9 B8ZN14 Q97RS6 B2IN99 Q8DQK5 C1CD69 C1CJG8 C1CQI2 A7FVR9 C3KZ28 A5I421 C1FR28 B1IHH3 A7GFJ3 B1KV13 Q03XM8 Q2NGG1 Q8ESJ1 Q04LH2 B5E327 C1C673 B1IAP6 B8ZN21 Q97RR9 B2INA6 Q8DQJ9 C1CD76 C1CJH5 C1CQI9 Q67T51 Q6FAS9 B7H160 B7IAM8 B2HTR5 B0VM84 A3M6H8 B0V782 A6VPG7 Q8UAS9 B9JK65 B2UP55 B6ERB4 A6TMN6 A8MK93 B7GKQ7 Q9LIQ4 O28204 C3PBW0 C3L626 A0R980 Q81Z96 B7JN71 Q73E73 B7IVS8 C1EVE5 B7H7H4 B7HT69 A7GKR3 B9J2L4 Q81IG9 Q63GK4 Q9K7L2 Q6HP18 Q65DJ9 A8FIR7 Q5WDW4 P39593 A7ZA59 A9VRN3 B8DSX7 A1A2J2 B3DQ80 Q8G7X0 B7GQ20 C0QWJ2 C0ZGJ5 A3P5E2 Q3JME7 A3NJS6 Q63L73 Q2T5T2 A8M9N5 Q8R807 B9KD06 Q3AE32 A9WDL9 Q5L6R4 B8G7I8 Q824E8 Q253G3 B9LIA5 B3QT42 A8AEC1 A5CSW0 B0RGG4 Q97EL4 A6M1W7 B2UY66 B2TQ14 B8I3J5 B9E564 A5N1D3 A0Q299 Q0TQV3 Q8XKQ7 Q0STA0 Q893Q9 B5Y6I0 Q8FTH7 A4QE51 Q8NQH0 A7MHJ8 Q6A9C5 B8FJW2 Q312G9 C0QAT7 B1I1S3 B8J4C1 B8FUD3 Q24XQ1 C4XIJ3 A8ZV98 Q6AQZ6 A4J233 Q729I7 B8DJ66 A1VBV4 A5EY60 A7ZNS3 B7UFC1 B7MEF9 B7L9X5 Q8X7G3 B5YV51 B7NPM9 B7MWQ4 B7M485 C4ZSI8 B1X7J5 A8A1W9 A1ACX0 Q0TFY8 Q8FFY0 B1IYX7 P76423 B7NCD4 B6HYU5 B1LN84 Q1R9W8 A4WCE6 Q830K4 B7LV66 B1YJJ2 C4KZE2 B0S0L6 C1AE25 Q5KZU2 C5D2N0 A4IN26 Q0BVF4 Q4QNC8 A5UA73 A5UGS9 Q57233 B8F7P4 Q0I129 Q18GX8 B5Z7K9 Q1CT25 Q9ZKZ9 B2USY3 O25516 A9AZE0 A6W6A1 B5XP99 A6TBJ8 Q03NR9 B3W782 B2GBV7 Q9CG46 A2RKJ5 Q02YS4 Q03CB3 Q890C2 A5VK99 B2G7Q2 Q38ZL9 C1DCM4 B0SE82 Q04V49 Q04YC8 B0SMR8 B1Y3E4 Q72U64 Q8F0X6 B1MX61 Q92EW7 C1KZ32 Q723Z1 B8DET2 Q8YA46 A0AFC3 B1HX32 B9E8D6 K7VCB9 Q8TMD5 Q0W1L9 A7IA08 Q466J4 Q2FNE1 A2SU11 A4FX33 A9AAH0 A6VG82 Q8PS50 A3CS46 Q6LY53 B8GJF9 A5ULP3 A6UPE5 Q2RGX6 Q3IP35 B2A1A8 P57931 Q6D299 C6DBE0 Q03GM6 Q186F4 Q6LPQ4 A1SX95 A5WDP1 Q9UZQ4 Q8U191 O58877 B3Q1Q5 Q2K0X8 Q1M5U3 B6A3G5 C1A163 Q21VL4 A3PM38 Q3J061 A4WQ25 B9KL69 A7NRF8 Q162K5 A5UUL2 Q1ASC4 B5EXY6 A9MKV9 Q57MJ3 B5FMW2 B5R0D9 B5RBY7 B4T9W1 B4SXX8 Q5PMV9 A9N7J2 C0Q0Y8 B5BF36 B4TNK3 Q8Z5C8 P55883 A8GHT4 B2TY84 Q323B8 Q32EA0 Q0T335 Q83KH2 Q3Z0A6 A7X4S9 A6U3H8 Q2FF34 Q2FWG2 A5IUN8 Q2YUL1 Q5HEA7 A6QIT6 P66922 P66923 Q6GEY3 Q6G7L8 Q8NVH4 Q9RGS6 Q5HMC9 Q8CRN9 Q4L7X4 Q49Z40 Q3K1L7 Q8E5X0 Q8E093 A4W0K2 A4VUB1 Q2LWX9 A0LP26 Q0AZ87 B0KBA7 B0K3V0 C4L8H9 A7N7S2 Q5E0Q5 B5ET96 Q87JW7 B7VS66 A1JQJ2,FALSE,2.7.1
2.7.1.51,L-fuculokinase.,Q8X6R3 P11553 P44399 Q8Z428 Q8ZMC5,FALSE,2.7.1
2.7.1.52,Fucokinase.,Q9LNJ9 Q8N0W3 Q7TMC8,FALSE,2.7.1
2.7.1.53,L-xylulokinase.,P37677 P44991 P57928,FALSE,2.7.1
2.7.1.56,1-phosphofructokinase.,Q49396 P75038 O31714 O51575 P0AEX1 P0AEX0 P0AEW9 P44330 D4GYE6 P23386 P0AEX2 P23354,FALSE,2.7.1
2.7.1.58,2-dehydro-3-deoxygalactonokinase.,P31459 Q92RN7,FALSE,2.7.1
2.7.1.59,N-acetylglucosamine kinase.,A0KYQ6 Q59RW5 Q97ML3 B6EKQ4 Q3SZM9 A8AHU6 Q54PM7 A7ZKM3 B7UPY3 B7MJA6 B7LG53 Q8X8E1 B5YWJ2 B7NKG0 B7MTP9 B7LX53 C4ZS59 B1XA29 A7ZZ76 A1AA13 Q0TIV5 Q8FIM5 B1IUE6 P75959 B7NAZ7 B6I9J7 B1LI25 Q1RD35 B2VDQ9 B7LPQ4 Q4QP08 P44554 Q0I4A5 Q9UJ70 Q65SC6 P86200 Q9QZ08 Q9CMX5 Q6D662 C6DKQ4 Q6LRC2 P81799 B5F8D3 A9MG95 Q57QD5 B5FK86 B5QXB6 B5RB82 B4TFJ6 B4T3Q8 Q5PGR8 A9N4M6 C0Q772 B5BAF5 B4TTJ1 Q8Z7H9 Q8ZPZ9 Q31ZH6 Q32EX9 Q0T5R7 Q83RR9 Q3Z2Z8 Q9KRV2 Q5E4Z3 B5FEF2 Q87PK8 B7VNU4 Q8D9M7 Q7MKQ9 A1JL75 A7FH52 Q1C6R0 B2K721 Q0WGE8 Q1CI48 Q669P5 B1JI57,FALSE,2.7.1
2.7.1.6,Galactokinase.,A3N103 B3H1M3 B0BPT5 P94169 A6VQK2 A0KQH8 Q9KDV4 P39574 Q8R8R7 P56091 P56599 O42821 A9WB97 B8GCS2 B9LFE4 A8AJ37 Q97EZ6 A6M1P8 Q0TQU5 Q8XKP9 Q0ST92 Q896X8 A7MIX5 A7ZJD2 B7ULN0 B7MGL4 B7LAF8 P0A6T4 B5YRF5 B7NNH9 B7MPP1 B7M6C0 C4ZXS8 A7ZY13 A1A900 Q0TJU4 Q8FJS1 B1IXX9 P0A6T3 B7N9Z9 B6I7R1 B1LM48 Q1REH4 A4W899 Q836P0 B2VBV2 B7LK02 B1YIH8 Q8RHD0 A5UDQ5 A5UHX0 P31767 B8F7C7 P09608 Q03PA8 O84902 B3W7I5 B2GEP6 Q00052 Q9R7D7 Q9S6S2 Q03BB8 Q88SE8 A5VME2 B2G9P6 Q1WUZ4 Q65UV5 Q7U1L7 A1KG98 C1AKV1 A5U003 P9WN62 P9WN63 P57899 B4F0A6 Q9HHB6 O58107 A7NI09 A5UZX0 B5F052 A9MJI2 Q57RI3 B5FP41 B5QX45 B5R741 B4TC28 B4SZH7 Q5PG77 A9MTL0 C0PWW2 B5BC50 B4TQR9 Q8Z8B0 P22713 Q9HDU2 A8GBA5 B2TUY8 Q324G2 Q32IG8 Q0T6Y7 Q83M01 Q3Z453 Q9RGS1 Q49ZK2 Q9K3S8 P13227 P96993 Q97NZ6 Q8DNK7 A4VT88 Q5LYY7 Q03JS8 Q9ZB10 B7IDE2 Q5JEK8 P56838 O85253 B9K9C8 A5IMZ6 B1LCQ5 C4LB24 O83433 A7MV01 Q9KRP1 Q5E0M1 B5ETC9 Q87M60 Q8DBN9 Q7MI80 P04385 A1JRX5 A7FKP2 Q1C960 B2K8R6 Q8ZGY3 A9R3B5 Q1CFP0 A4TNR8 Q66D80 B1JST8 Q9SEE5 A6H768 Q9GKK4 P51570 Q9R0N0 Q54DN6,FALSE,2.7.1
2.7.1.60,N-acylmannosamine kinase.,Q7TQ49 Q9Y223 Q91WG8 O35826 Q8YBP2 Q8FWN5 Q8FD60 Q8FDU8 A8AQB2 A7ZSB5 B7UJV5 B7MBY4 B7LHT0 Q8X9H0 B5YSU9 B7NKT3 C4ZSW0 B1XHJ5 A8A532 A1AGB6 Q0TCP4 B1IQQ7 P45425 B6I1U0 B1LGI7 B7LRJ0 Q4QP43 A5UB07 A5UFU9 P44541 Q9CKB3 B5F7J6 A9MNY9 B5FIR5 B5R0K9 B5RET4 B4TJR0 B4T747 Q5PLF2 A9N830 B5BGP2 B4TWI7 Q8Z3F1 Q8ZLQ8 B2U1W2 Q0T068 P59437 A5F7C0 Q9KR61 C3LNA1 Q8D612 Q7MD31 A7FG96 Q1C5U9 B2K945 Q8ZCG9 A9QZJ5 Q1CJY6 A4TMJ3 Q668J9 B1JFW2,FALSE,2.7.1
2.7.1.63,Polyphosphate--glucose phosphotransferase.,Q49988 A5U654 P9WIN0 P9WIN1,FALSE,2.7.1
2.7.1.64,Inositol 3-kinase.,Q93Z01 Q5GA22 Q84R36,FALSE,2.7.1
2.7.1.66,Undecaprenol kinase.,P19638 Q05888,FALSE,2.7.1
2.7.1.67,1-phosphatidylinositol 4-kinase.,Q9UT42 P42951 Q6PE18 Q9BTU6 Q2TBE6 Q99M64 Q08B31 Q505I0 Q5ZIK0 Q49GP5 Q8TCG2 Q8CBQ5 Q5XIL2 Q6DCQ8 Q28G26 Q9SXA1 Q9C680 Q9FMJ0 Q0WPX9 O22199 Q9SGW8 Q9FNF8 Q9ZPY9 Q9C671 Q8W4R8 Q9SI52 Q0WMZ6 O02811 P42356 E9Q3L2 O08662 O02810 B0KWC1 Q49GP3 Q9UBF8 Q8BKC8 B4UT09 A9X1A0 B1MTG7 O08561 B2KI64 B3EX61 Q6GN16 A4IID4 P54677 Q9UW24 Q9UW20 Q10366 P39104 Q8SQY7 Q9USR3 P37297 P32600,FALSE,2.7.1
2.7.1.68,1-phosphatidylinositol-4-phosphate 5-kinase.,O13853 P38994 Q99755 P70182 D3ZSI8 Q5ZJ58 O14986 P70181 Q5CZZ9 O60331 O70161 Q5I6B8 Q56YP2 Q6EX42 Q8L796 O48709 Q9M1K2 Q9SLG9 Q9SFB8 Q9SUI2 Q8RY89 Q8L850 Q9LMN1 Q9M149 Q17QS4 Q5T9C9 Q6U7H8,FALSE,2.7.1
2.7.1.69,Transferred entry: 2.7.1.191 2.7.1.192 2.7.1.193 2.7.1.194 2.7.1.195 2.7.1.196 2.7.1.197 2.7.1.198 2.7.1.199 2.7.1.200 2.7.1.201 2.7.1.202 2.7.1.203 2.7.1.204 2.7.1.205 2.7.1.206 2.7.1.207 2.7.1.208,O31644 O31645 Q46072 P69799 P69798 P69797 P69800 Q5XAF5 Q8XBJ1 Q8FFA9 P77272 Q1R8U3 Q9CKN5 Q7N9D9 Q31Y50 Q32DC5 Q83QN3 Q9KVD9 Q5E5T6 Q87FD5 Q8D4Z3 Q7MBS2 P39816 P09323 P45604 P69823 Q8FAJ1 P69822 Q9EXD8 Q57GJ8 Q5PJ47 Q8Z171 Q8ZK89 Q31TC5 Q328K3 Q83P29 Q3YUF4 P54745 P69830 P69796 P69795 P96574 P57635 Q8K911 Q89A36 P00550 Q9XBM7 Q9CLY8 Q9KKQ7 Q9K678 P42956 O65989 P69827 P69826 P50852 P75146 Q5HE48 Q99SA3 Q7A4B3 Q6GES1 Q6G7F6 Q7A0A4 P28008 Q4L9Y1 Q49ZA3 Q9KJ75 Q97SH4 Q8DR34 O32333 P56580 O32522 Q45298 P20166 P42015 P47315 P75569 A7WXI2 A6TXX3 Q2FK73 Q2G1G8 A5IP58 Q2YUZ1 Q5HJI3 A6QDH3 Q99X32 Q7A807 Q6GKB7 Q6GCT7 A8Z0F5 Q8NYM1 Q57071 Q8VRH0 Q5HL73 Q7CCJ4 Q4L945 Q4A0C4 P35595 P57437 Q8K9J0 Q89AG6 P69788 P69787 P69786 P37439 P0A436 P0A435 P37188 P0A437 P39794 P36672 P71012 P47308 P75039 P69810 P69809 P69808 Q821A9 P69818 P69817 P69816 P69819 P32676 P20966 P44714 P23387 P23355 P26380 D4GYE1 P32154 P77439 P32670 Q8XBQ8 Q8FFD8 Q83QP3   P55901 O05505 Q45399 P37081 Q9RGG4 P24400 P23531 Q5HE15 Q931G6 Q99S77 Q6GEN9 Q6G7C4 P11162 Q7A092 Q5HM40 Q8CNF7 Q4L869 P50976 P54715 P19642,TRUE,2.7.1
